index,#,ID ustanove,Univerzitet,Naziv ustanove,Tip ustanove,ID programa,Naziv programa,Zvanje,Polje,Nivo,Školarina za domaće studente,Školarina za strane studente,Broj ESPB bodova,Broj rešenja akreditacije,Datum rešenja akreditacije,Akreditaciona kvota,Broj budžetskih studenata - prva godina,Broj budžetskih studenata - druga godina,Broj budžetskih studenata - treća godina,Broj budžetskih studenata - četvrta godina,Broj budžetskih studenata - peta godina,Broj budžetskih studenata - šesta godina,Broj samofinansirajući studenata - prva godina,Broj samofinansirajući studenata - druga godina,Broj samofinansirajući studenata - treća godina,Broj samofinansirajući studenata - četvrta godina,Broj samofinansirajući studenata - peta godina,Broj samofinansirajući studenata - šesta godina,Broj stranih studenata - prva godina,Broj stranih studenata - druga godina,Broj stranih studenata - treća godina,Broj stranih studenata - četvrta godina,Broj stranih studenata - peta godina,Broj stranih studenata - šesta godina,Broj svršenih studenata tokom prethodne školske godine,Broj prijavljenih kandidata na upisu u narednu školsku godinu - I rok,Broj prijavljenih kandidata na upisu u narednu školsku godinu - II rok,Broj budžetskih studenata,Broj samofinansirajućih studenata,Broj stranih studenata,Broj studenata,Dužina trajanja programa (u semestrima),Dužina trajanja programa (u god),Broj prijavljenih kandidata,Studenti prva godina,Studenti druga godina,Studenti treća godina,Studenti četvrta godina,Studenti peta godina,Studenti šesta godina,Polje_skraceno,Vlasnistvo,Broj studenata na zavrsnoj godini
154,155.0,28,Универзитет у Београду,Технички факултет (Бор),Државни факултет,247,Рударско инжењерство,Дипломирани инжењер рударства,Техничко-технолошке науке,Основне академске,50000.0,2000.0,240,612-00-02252/2013-04,2013-12-27,40.0,33.0,35.0,11.0,24.0,,,9.0,7.0,10.0,12.0,,,0.0,0.0,0.0,0.0,,,16,13.0,0.0,103.0,38.0,0.0,141.0,8,4,13.0,42.0,42.0,21.0,36.0,0.0,0.0,TT,Државни факултет,36.0
155,156.0,28,Универзитет у Београду,Технички факултет (Бор),Државни факултет,248,Металуршко инжењерство,Дипломирани инжењер металургије,Техничко-технолошке науке,Основне академске,50000.0,2000.0,240,612-00-02252/2013-04,2014-01-31,20.0,17.0,4.0,4.0,7.0,,,5.0,5.0,1.0,0.0,,,0.0,0.0,0.0,0.0,,,8,8.0,0.0,32.0,11.0,0.0,43.0,8,4,8.0,22.0,9.0,5.0,7.0,0.0,0.0,TT,Државни факултет,7.0
156,157.0,28,Универзитет у Београду,Технички факултет (Бор),Државни факултет,249,Технолошко инжењерство,Дипломирани инжењер технологије,Техничко-технолошке науке,Основне академске,50000.0,2000.0,240,612-00-02252/2013-04,2014-03-07,60.0,50.0,33.0,24.0,16.0,,,9.0,21.0,23.0,17.0,,,0.0,0.0,0.0,0.0,,,19,13.0,0.0,123.0,70.0,0.0,193.0,8,4,13.0,59.0,54.0,47.0,33.0,0.0,0.0,TT,Државни факултет,33.0
161,162.0,15,Универзитет у Београду,Машински факултет,Државни факултет,2397,Информационе технологије у машинству,Инжењер машинства,Техничко-технолошке науке,Основне академске,180000.0,1800.0,180,6 I 2-00-00160/10/20 I 8-03,2019-04-16,60.0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TT,Државни факултет,0.0
169,170.0,89,Државни Универзитет у Новом Пазару,Департман за правне науке,Државни факултет,1778,Право (ОАС),Дипломирани правник,Друштвено-хуманистичке науке,Основне академске,50000.0,420.0,240,612-00-00781/2015-06,2015-12-18,100.0,40.0,78.0,80.0,80.0,,,101.0,79.0,71.0,67.0,,,5.0,0.0,2.0,0.0,,,7,57.0,0.0,278.0,318.0,7.0,603.0,8,4,57.0,146.0,157.0,153.0,147.0,0.0,0.0,DH,Државни факултет,147.0
170,171.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,292,OАС Филозофије,Дипломирани филозоф,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-10-24,30.0,21.0,11.0,3.0,12.0,,,12.0,7.0,4.0,36.0,,,0.0,0.0,0.0,0.0,,,11,19.0,4.0,47.0,59.0,0.0,106.0,8,4,23.0,33.0,18.0,7.0,48.0,0.0,0.0,DH,Државни факултет,48.0
171,172.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,293,ОАС Педагогије,Дипломирани педагог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-07-04,50.0,32.0,32.0,36.0,68.0,,,27.0,15.0,6.0,36.0,,,0.0,0.0,0.0,0.0,,,34,60.0,0.0,168.0,84.0,0.0,252.0,8,4,60.0,59.0,47.0,42.0,104.0,0.0,0.0,DH,Државни факултет,104.0
172,173.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,294,OAС Социологије,Дипломирани социолог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-07-04,50.0,30.0,7.0,18.0,35.0,,,43.0,20.0,11.0,82.0,,,0.0,0.0,0.0,0.0,,,24,30.0,1.0,90.0,156.0,0.0,246.0,8,4,31.0,73.0,27.0,29.0,117.0,0.0,0.0,DH,Државни факултет,117.0
173,174.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,295,ОАС  Историје,Дипломирани историчар,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-07-04,50.0,30.0,5.0,17.0,40.0,,,19.0,14.0,11.0,110.0,,,0.0,0.0,0.0,0.0,,,27,36.0,3.0,92.0,154.0,0.0,246.0,8,4,39.0,49.0,19.0,28.0,150.0,0.0,0.0,DH,Државни факултет,150.0
174,175.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,296,ОАС Новинарства,Дипломирани новинар/журналиста,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-07-04,50.0,20.0,32.0,33.0,61.0,,,32.0,12.0,6.0,73.0,,,0.0,0.0,0.0,0.0,,,33,36.0,3.0,146.0,123.0,0.0,269.0,8,4,39.0,52.0,44.0,39.0,134.0,0.0,0.0,DH,Државни факултет,134.0
175,176.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,297,ОАС Психологије,Дипломирани психолог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-07-04,90.0,42.0,59.0,70.0,91.0,,,68.0,30.0,35.0,169.0,,,0.0,0.0,0.0,1.0,,,59,184.0,0.0,262.0,302.0,1.0,565.0,8,4,184.0,110.0,89.0,105.0,261.0,0.0,0.0,DH,Државни факултет,261.0
176,177.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,298,ОАС Руског језика и књижевности,Дипломирани филолог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2015-04-17,20.0,11.0,5.0,9.0,18.0,,,6.0,0.0,5.0,20.0,,,0.0,0.0,0.0,0.0,,,12,16.0,0.0,43.0,31.0,0.0,74.0,8,4,16.0,17.0,5.0,14.0,38.0,0.0,0.0,DH,Државни факултет,38.0
177,178.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,299,ОАС Англистике,Дипломирани филолог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2014-11-14,90.0,40.0,48.0,55.0,69.0,,,62.0,26.0,23.0,120.0,,,0.0,0.0,0.0,0.0,,,55,180.0,0.0,212.0,231.0,0.0,443.0,8,4,180.0,102.0,74.0,78.0,189.0,0.0,0.0,DH,Државни факултет,189.0
178,179.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,300,ОАС Србистике,Дипломирани филолог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00676/2013-04,2015-02-20,90.0,41.0,24.0,34.0,68.0,,,23.0,21.0,23.0,182.0,,,0.0,0.0,0.0,0.0,,,54,32.0,4.0,167.0,249.0,0.0,416.0,8,4,36.0,64.0,45.0,57.0,250.0,0.0,0.0,DH,Државни факултет,250.0
179,180.0,77,Универзитет у Приштини,"Филозофски факултет, Косовска Митровица",Државни факултет,301,Психологија,Дипломирани психолог,Друштвено-хуманистичке науке,Основне академске,48000.0,2000.0,240,612-00-00054/5/2018-03,2018-09-28,50.0,26.0,21.0,19.0,55.0,,,13.0,18.0,18.0,107.0,,,0.0,0.0,0.0,0.0,,,10,29.0,5.0,121.0,156.0,0.0,277.0,8,4,34.0,39.0,39.0,37.0,162.0,0.0,0.0,DH,Државни факултет,162.0
180,181.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,302,ОАС Француског језика и књижевности,Дипломирани филолог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00997/2011-04,2013-06-14,30.0,15.0,14.0,14.0,23.0,,,0.0,10.0,10.0,15.0,,,0.0,0.0,0.0,0.0,,,18,14.0,0.0,66.0,35.0,0.0,101.0,8,4,14.0,15.0,24.0,24.0,38.0,0.0,0.0,DH,Државни факултет,38.0
181,182.0,77,Универзитет у Приштини,"Филозофски факултет, Косовска Митровица",Државни факултет,303,Педагогија,Дипломирани педагог,Друштвено-хуманистичке науке,Основне академске,48000.0,2000.0,240,612-00-00699/2013-04,2013-11-29,50.0,19.0,16.0,12.0,35.0,,,2.0,18.0,28.0,56.0,,,0.0,0.0,0.0,0.0,,,20,18.0,7.0,82.0,104.0,0.0,186.0,8,4,25.0,21.0,34.0,40.0,91.0,0.0,0.0,DH,Државни факултет,91.0
182,183.0,77,Универзитет у Приштини,"Филозофски факултет, Косовска Митровица",Државни факултет,304,Историја,Дипломирани историчар,Друштвено-хуманистичке науке,Основне академске,48000.0,2000.0,240,612-00-00699/2013-04,2013-11-29,30.0,15.0,6.0,11.0,22.0,,,6.0,5.0,14.0,37.0,,,0.0,0.0,0.0,0.0,,,4,13.0,3.0,54.0,62.0,0.0,116.0,8,4,16.0,21.0,11.0,25.0,59.0,0.0,0.0,DH,Државни факултет,59.0
183,184.0,63,Универзитет у Новом Саду,Филозофски факултет,Државни факултет,305,Српска филологија: Српски језик и књижевност,Дипломирани филолог србиста - српски језик и књижевност,Друштвено-хуманистичке науке,Основне академске,65000.0,2000.0,240,612-00-00887/2013-04,2014-05-09,60.0,38.0,23.0,34.0,47.0,,,14.0,9.0,8.0,52.0,,,,,,,,,44,31.0,2.0,142.0,83.0,0.0,225.0,8,4,33.0,52.0,32.0,42.0,99.0,0.0,0.0,DH,Државни факултет,99.0
184,185.0,77,Универзитет у Приштини,"Филозофски факултет, Косовска Митровица",Државни факултет,306,Историја уметности,Дипломирани историчар уметности,Друштвено-хуманистичке науке,Основне академске,48000.0,2000.0,240,612-00-00586/2014-04,2015-04-17,20.0,8.0,4.0,4.0,4.0,,,1.0,0.0,1.0,5.0,,,0.0,0.0,0.0,0.0,,,1,2.0,5.0,20.0,7.0,0.0,27.0,8,4,7.0,9.0,4.0,5.0,9.0,0.0,0.0,DH,Државни факултет,9.0
185,186.0,77,Универзитет у Приштини,"Филозофски факултет, Косовска Митровица",Државни факултет,307,Филозофија,Дипломирани филозоф,Друштвено-хуманистичке науке,Основне академске,48000.0,2000.0,240,612-00-03536/2016-06,2017-05-19,20.0,4.0,3.0,4.0,11.0,,,0.0,1.0,2.0,4.0,,,0.0,0.0,0.0,0.0,,,0,1.0,2.0,22.0,7.0,0.0,29.0,8,4,3.0,4.0,4.0,6.0,15.0,0.0,0.0,DH,Државни факултет,15.0
186,187.0,63,Универзитет у Новом Саду,Филозофски факултет,Државни факултет,308,Српска филологија у контакту са мађарском/словачком филологијом,Дипломирани филолог србиста у одељењима за националне мањине,Друштвено-хуманистичке науке,Основне академске,65000.0,2000.0,240,612-00-00887/2013-04,2014-05-09,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,11,0.0,0.0,0.0,0.0,0.0,0.0,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DH,Државни факултет,0.0
187,188.0,48,Универзитет у Нишу,Филозофски факултет,Државни факултет,309,ОАС Комуницирање и односи са јавношћу,Дипломирани комуниколог,Друштвено-хуманистичке науке,Основне академске,78000.0,660.0,240,612-00-00678/2012-04,2013-02-22,50.0,20.0,41.0,43.0,60.0,,,33.0,5.0,3.0,13.0,,,0.0,0.0,0.0,0.0,,,28,56.0,0.0,164.0,54.0,0.0,218.0,8,4,56.0,53.0,46.0,46.0,73.0,0.0,0.0,DH,Државни факултет,73.0
188,189.0,77,Универзитет у Приштини,"Филозофски факултет, Косовска Митровица",Државни факултет,310,Социологија,Дипломирани социолог,Друштвено-хуманистичке науке,Основне академске,48000.0,2000.0,240,612-00-00586/2014-04,2015-03-20,30.0,12.0,12.0,9.0,27.0,,,0.0,2.0,1.0,35.0,,,0.0,0.0,0.0,0.0,,,0,8.0,3.0,60.0,38.0,0.0,98.0,8,4,11.0,12.0,14.0,10.0,62.0,0.0,0.0,DH,Државни факултет,62.0
189,190.0,63,Универзитет у Новом Саду,Филозофски факултет,Државни факултет,311,Српска књижевност и  језик,Дипломирани филолог србиста - српска књижевност и језик,Друштвено-хуманистичке науке,Основне академске,65000.0,2000.0,240,612-00-00887/2013-04,2014-05-09,85.0,45.0,30.0,36.0,62.0,,,12.0,21.0,21.0,93.0,,,,,,,,,51,46.0,6.0,173.0,147.0,0.0,320.0,8,4,52.0,57.0,51.0,57.0,155.0,0.0,0.0,DH,Државни факултет,155.0
