ROUTE_CODE,BUS_DUTY_NO,DIRECTION,SCHEDULE_TIME,SCHEDULE_TYPE
403,1,backward,1440,saturday
403,1,forward,1530,saturday
403,1,backward,1620,saturday
403,1,forward,1710,saturday
403,1,backward,1800,saturday
403,1,forward,1850,saturday
403,1,backward,1940,saturday
403,1,forward,2030,saturday
403,1,backward,2120,saturday
403,1,forward,2210,saturday
403,1,backward,2300,saturday
403,1,forward,2350,saturday
403,2,forward,440,saturday
403,2,backward,530,saturday
403,2,forward,620,saturday
403,2,backward,710,saturday
403,2,forward,800,saturday
403,2,backward,850,saturday
403,2,forward,940,saturday
403,2,backward,1030,saturday
403,2,forward,1120,saturday
403,2,backward,1210,saturday
403,2,forward,1300,saturday
403,2,backward,1350,saturday
403,2,forward,1440,saturday
403,2,backward,1530,saturday
403,2,forward,1620,saturday
403,2,backward,1710,saturday
403,2,forward,1800,saturday
403,2,backward,1850,saturday
403,2,forward,1940,saturday
403,2,backward,2030,saturday
403,2,forward,2120,saturday
403,2,backward,2210,saturday
403,2,forward,2300,saturday
403,2,backward,2355,saturday
404,1,forward,425,saturday
404,1,backward,500,saturday
404,1,forward,535,saturday
404,1,backward,610,saturday
404,1,forward,645,saturday
404,1,backward,720,saturday
404,1,forward,755,saturday
404,1,backward,830,saturday
404,1,forward,905,saturday
404,1,backward,940,saturday
404,1,forward,1015,saturday
404,1,backward,1050,saturday
404,1,forward,1125,saturday
404,1,backward,1200,saturday
404,1,forward,1235,saturday
404,1,backward,1310,saturday
404,1,forward,1345,saturday
404,1,backward,1420,saturday
404,1,forward,1455,saturday
404,1,backward,1530,saturday
404,1,forward,1605,saturday
404,1,backward,1640,saturday
404,1,forward,1715,saturday
404,1,backward,1750,saturday
404,1,forward,1825,saturday
404,1,backward,1900,saturday
404,1,forward,1935,saturday
404,1,backward,2010,saturday
404,1,forward,2045,saturday
404,1,backward,2120,saturday
404,1,forward,2155,saturday
404,1,backward,2230,saturday
404,1,forward,2305,saturday
404,1,backward,2340,saturday
405,1,forward,400,saturday
405,1,backward,450,saturday
405,1,forward,600,saturday
405,1,backward,700,saturday
405,1,forward,800,saturday
405,1,backward,900,saturday
405,1,forward,1001,saturday
405,1,backward,1101,saturday
405,1,forward,1201,saturday
405,1,backward,1301,saturday
405,1,forward,1401,saturday
405,1,backward,1501,saturday
405,1,forward,1601,saturday
405,1,backward,1701,saturday
405,1,forward,1801,saturday
405,1,backward,1858,saturday
405,1,forward,2000,saturday
405,1,backward,2100,saturday
405,1,forward,2200,saturday
405,1,backward,2300,saturday
405,1,forward,2355,saturday
405,2,forward,430,saturday
405,2,backward,525,saturday
405,2,forward,630,saturday
405,2,backward,730,saturday
405,2,forward,825,saturday
405,2,backward,925,saturday
405,2,forward,1025,saturday
405,2,backward,1125,saturday
405,2,forward,1225,saturday
405,2,backward,1325,saturday
405,2,forward,1425,saturday
405,2,backward,1525,saturday
405,2,forward,1625,saturday
405,2,backward,1725,saturday
405,2,forward,1824,saturday
405,2,backward,1919,saturday
405,2,forward,2030,saturday
405,2,backward,2130,saturday
405,2,forward,2235,saturday
405,2,backward,2330,saturday
405,3,forward,849,saturday
405,3,backward,949,saturday
405,3,forward,1049,saturday
405,3,backward,1149,saturday
405,3,forward,1249,saturday
405,3,backward,1349,saturday
405,3,forward,1449,saturday
405,3,backward,1549,saturday
405,3,forward,1649,saturday
405,3,backward,1749,saturday
405,3,forward,1847,saturday
405,3,backward,1941,saturday
405,4,backward,400,saturday
405,4,forward,500,saturday
405,4,backward,600,saturday
405,4,forward,700,saturday
405,4,backward,800,saturday
405,4,forward,913,saturday
405,4,backward,1013,saturday
405,4,forward,1113,saturday
405,4,backward,1213,saturday
405,4,forward,1313,saturday
405,4,backward,1413,saturday
405,4,forward,1513,saturday
405,4,backward,1613,saturday
405,4,forward,1713,saturday
405,4,backward,1813,saturday
405,4,forward,1910,saturday
405,4,backward,2005,saturday
405,4,forward,2100,saturday
405,4,backward,2200,saturday
405,4,forward,2310,saturday
405,5,forward,530,saturday
405,5,backward,630,saturday
405,5,forward,730,saturday
405,5,backward,830,saturday
405,5,forward,937,saturday
405,5,backward,1037,saturday
405,5,forward,1137,saturday
405,5,backward,1237,saturday
405,5,forward,1337,saturday
405,5,backward,1437,saturday
405,5,forward,1537,saturday
405,5,backward,1637,saturday
405,5,forward,1737,saturday
405,5,backward,1836,saturday
405,5,forward,1935,saturday
405,5,backward,2032,saturday
405,5,forward,2130,saturday
405,5,backward,2230,saturday
406,1,forward,450,saturday
406,1,backward,525,saturday
406,1,forward,600,saturday
406,1,backward,635,saturday
406,1,forward,710,saturday
406,1,backward,745,saturday
406,1,forward,820,saturday
406,1,backward,855,saturday
406,1,forward,930,saturday
406,1,backward,1005,saturday
406,1,forward,1040,saturday
406,1,backward,1115,saturday
406,1,forward,1150,saturday
406,1,backward,1225,saturday
406,1,forward,1300,saturday
406,1,backward,1335,saturday
406,1,forward,1410,saturday
406,1,backward,1445,saturday
406,1,forward,1520,saturday
406,1,backward,1555,saturday
406,1,forward,1630,saturday
406,1,backward,1705,saturday
406,1,forward,1740,saturday
406,1,backward,1815,saturday
406,1,forward,1850,saturday
406,1,backward,1925,saturday
406,1,forward,2000,saturday
406,1,backward,2035,saturday
406,1,forward,2110,saturday
406,1,backward,2145,saturday
406,1,forward,2220,saturday
406,1,backward,2255,saturday
406,1,forward,2330,saturday
406,1,backward,0,saturday
407,1,forward,445,saturday
407,1,backward,530,saturday
407,1,forward,615,saturday
407,1,backward,700,saturday
407,1,forward,745,saturday
407,1,backward,830,saturday
407,1,forward,915,saturday
407,1,backward,1000,saturday
407,1,forward,1045,saturday
407,1,backward,1130,saturday
407,1,forward,1215,saturday
407,1,backward,1300,saturday
407,1,forward,1345,saturday
407,1,backward,1430,saturday
407,1,forward,1515,saturday
407,1,backward,1600,saturday
407,1,forward,1645,saturday
407,1,backward,1730,saturday
407,1,forward,1815,saturday
407,1,backward,1900,saturday
407,1,forward,1945,saturday
407,1,backward,2030,saturday
407,1,forward,2115,saturday
407,1,backward,2200,saturday
407,1,forward,2245,saturday
407,1,backward,2330,saturday
407,2,forward,400,saturday
407,2,backward,445,saturday
407,2,forward,530,saturday
407,2,backward,615,saturday
407,2,forward,700,saturday
407,2,backward,745,saturday
407,2,forward,830,saturday
407,2,backward,915,saturday
407,2,forward,1000,saturday
407,2,backward,1045,saturday
407,2,forward,1130,saturday
407,2,backward,1215,saturday
407,2,forward,1300,saturday
407,2,backward,1345,saturday
407,2,forward,1430,saturday
407,2,backward,1515,saturday
407,2,forward,1600,saturday
407,2,backward,1645,saturday
407,2,forward,1730,saturday
407,2,backward,1815,saturday
407,2,forward,1900,saturday
407,2,backward,1945,saturday
407,2,forward,2030,saturday
407,2,backward,2115,saturday
407,2,forward,2200,saturday
407,2,backward,2245,saturday
408,1,forward,420,saturday
408,1,backward,525,saturday
408,1,forward,635,saturday
408,1,backward,740,saturday
408,1,forward,850,saturday
408,1,backward,955,saturday
408,1,forward,1105,saturday
408,1,backward,1210,saturday
408,1,forward,1320,saturday
408,1,backward,1425,saturday
408,1,forward,1535,saturday
408,1,backward,1640,saturday
408,1,forward,1750,saturday
408,1,backward,1855,saturday
408,1,forward,2005,saturday
408,1,backward,2110,saturday
408,1,forward,2220,saturday
408,1,backward,2325,saturday
408,2,forward,505,saturday
408,2,backward,610,saturday
408,2,forward,720,saturday
408,2,backward,825,saturday
408,2,forward,935,saturday
408,2,backward,1040,saturday
408,2,forward,1150,saturday
408,2,backward,1255,saturday
408,2,forward,1405,saturday
408,2,backward,1510,saturday
408,2,forward,1620,saturday
408,2,backward,1725,saturday
408,2,forward,1835,saturday
408,2,backward,1940,saturday
408,2,forward,2050,saturday
408,2,backward,2155,saturday
408,2,forward,2305,saturday
408,3,backward,440,saturday
408,3,forward,550,saturday
408,3,backward,655,saturday
408,3,forward,805,saturday
408,3,backward,910,saturday
408,3,forward,1020,saturday
408,3,backward,1125,saturday
408,3,forward,1235,saturday
408,3,backward,1340,saturday
408,3,forward,1450,saturday
408,3,backward,1555,saturday
408,3,forward,1705,saturday
408,3,backward,1810,saturday
408,3,forward,1920,saturday
408,3,backward,2025,saturday
408,3,forward,2135,saturday
408,3,backward,2240,saturday
409,1,forward,530,saturday
409,1,forward,605,saturday
409,1,forward,640,saturday
409,1,forward,715,saturday
409,1,forward,750,saturday
409,1,forward,825,saturday
409,1,forward,900,saturday
409,1,forward,935,saturday
409,1,forward,1010,saturday
409,1,forward,1045,saturday
409,1,forward,1120,saturday
409,1,forward,1155,saturday
409,1,forward,1230,saturday
409,1,forward,1305,saturday
409,1,forward,1340,saturday
409,1,forward,1415,saturday
409,1,forward,1450,saturday
409,1,forward,1525,saturday
409,1,forward,1600,saturday
409,1,forward,1635,saturday
409,1,forward,1710,saturday
409,1,forward,1745,saturday
409,1,forward,1820,saturday
409,1,forward,1855,saturday
409,1,forward,1930,saturday
409,1,forward,2005,saturday
409,1,forward,2040,saturday
409,2,backward,540,saturday
409,2,backward,615,saturday
409,2,backward,650,saturday
409,2,backward,725,saturday
409,2,backward,800,saturday
409,2,backward,835,saturday
409,2,backward,910,saturday
409,2,backward,945,saturday
409,2,backward,1020,saturday
409,2,backward,1055,saturday
409,2,backward,1130,saturday
409,2,backward,1205,saturday
409,2,backward,1240,saturday
409,2,backward,1315,saturday
409,2,backward,1350,saturday
409,2,backward,1425,saturday
409,2,backward,1500,saturday
409,2,backward,1535,saturday
409,2,backward,1610,saturday
409,2,backward,1645,saturday
409,2,backward,1720,saturday
409,2,backward,1755,saturday
409,2,backward,1830,saturday
409,2,backward,1905,saturday
409,2,backward,1940,saturday
409,2,backward,2015,saturday
409,2,backward,2050,saturday
502,1,forward,540,saturday
502,1,backward,600,saturday
502,1,forward,632,saturday
502,1,backward,652,saturday
502,1,forward,722,saturday
502,1,backward,742,saturday
502,1,forward,812,saturday
502,1,backward,832,saturday
502,1,forward,902,saturday
502,1,backward,922,saturday
502,1,forward,952,saturday
502,1,backward,1012,saturday
502,1,forward,1042,saturday
502,1,backward,1102,saturday
502,1,forward,1132,saturday
502,1,backward,1152,saturday
502,1,forward,1222,saturday
502,1,backward,1242,saturday
502,1,forward,1312,saturday
502,1,backward,1332,saturday
502,1,forward,1402,saturday
502,1,backward,1422,saturday
502,1,forward,1452,saturday
502,1,backward,1512,saturday
502,1,forward,1542,saturday
502,1,backward,1602,saturday
502,1,forward,1632,saturday
502,1,backward,1652,saturday
502,1,forward,1722,saturday
502,1,backward,1742,saturday
502,1,forward,1812,saturday
502,1,backward,1832,saturday
502,1,forward,1902,saturday
502,1,backward,1922,saturday
502,1,forward,1952,saturday
502,1,backward,2012,saturday
502,1,forward,2042,saturday
502,1,backward,2102,saturday
502,1,forward,2132,saturday
502,1,backward,2152,saturday
502,1,forward,2222,saturday
502,1,backward,2245,saturday
502,2,backward,520,saturday
502,2,forward,558,saturday
502,2,backward,618,saturday
502,2,forward,648,saturday
502,2,backward,708,saturday
502,2,forward,738,saturday
502,2,backward,758,saturday
502,2,forward,828,saturday
502,2,backward,848,saturday
502,2,forward,918,saturday
502,2,backward,938,saturday
502,2,forward,1008,saturday
502,2,backward,1028,saturday
502,2,forward,1058,saturday
502,2,backward,1118,saturday
502,2,forward,1148,saturday
502,2,backward,1208,saturday
502,2,forward,1238,saturday
502,2,backward,1258,saturday
502,2,forward,1328,saturday
502,2,backward,1348,saturday
502,2,forward,1418,saturday
502,2,backward,1438,saturday
502,2,forward,1508,saturday
502,2,backward,1528,saturday
502,2,forward,1558,saturday
502,2,backward,1618,saturday
502,2,forward,1648,saturday
502,2,backward,1708,saturday
502,2,forward,1738,saturday
502,2,backward,1758,saturday
502,2,forward,1828,saturday
502,2,backward,1848,saturday
502,2,forward,1918,saturday
502,2,backward,1938,saturday
502,2,forward,2008,saturday
502,2,backward,2028,saturday
502,2,forward,2058,saturday
502,2,backward,2118,saturday
502,2,forward,2148,saturday
502,2,backward,2208,saturday
502,2,forward,2240,saturday
502,3,forward,520,saturday
502,3,backward,540,saturday
502,3,forward,615,saturday
502,3,backward,635,saturday
502,3,forward,705,saturday
502,3,backward,725,saturday
502,3,forward,755,saturday
502,3,backward,815,saturday
502,3,forward,845,saturday
502,3,backward,905,saturday
502,3,forward,935,saturday
502,3,backward,955,saturday
502,3,forward,1025,saturday
502,3,backward,1045,saturday
502,3,forward,1115,saturday
502,3,backward,1135,saturday
502,3,forward,1205,saturday
502,3,backward,1225,saturday
502,3,forward,1255,saturday
502,3,backward,1315,saturday
502,3,forward,1345,saturday
502,3,backward,1405,saturday
502,3,forward,1435,saturday
502,3,backward,1455,saturday
502,3,forward,1525,saturday
502,3,backward,1545,saturday
502,3,forward,1615,saturday
502,3,backward,1635,saturday
502,3,forward,1705,saturday
502,3,backward,1725,saturday
502,3,forward,1755,saturday
502,3,backward,1815,saturday
502,3,forward,1845,saturday
502,3,backward,1905,saturday
502,3,forward,1935,saturday
502,3,backward,1955,saturday
502,3,forward,2025,saturday
502,3,backward,2045,saturday
502,3,forward,2115,saturday
502,3,backward,2135,saturday
502,3,forward,2205,saturday
502,3,backward,2225,saturday
503,1,backward,500,saturday
503,1,forward,535,saturday
503,1,backward,610,saturday
503,1,forward,645,saturday
503,1,backward,720,saturday
503,1,forward,755,saturday
503,1,backward,835,saturday
503,1,forward,915,saturday
503,1,backward,955,saturday
503,1,forward,1035,saturday
503,1,backward,1115,saturday
503,1,forward,1155,saturday
503,1,backward,1235,saturday
503,1,forward,1315,saturday
503,1,backward,1355,saturday
503,1,forward,1435,saturday
503,1,backward,1515,saturday
503,1,forward,1555,saturday
503,1,backward,1635,saturday
503,1,forward,1715,saturday
503,1,backward,1755,saturday
503,1,forward,1835,saturday
503,1,backward,1915,saturday
503,1,forward,1955,saturday
503,1,backward,2035,saturday
503,1,forward,2115,saturday
503,1,backward,2155,saturday
503,1,forward,2235,saturday
504,1,backward,430,saturday
504,1,forward,505,saturday
504,1,backward,546,saturday
504,1,forward,621,saturday
504,1,backward,656,saturday
504,1,forward,731,saturday
504,1,backward,806,saturday
504,1,forward,841,saturday
504,1,backward,916,saturday
504,1,forward,951,saturday
504,1,backward,1026,saturday
504,1,forward,1101,saturday
504,1,backward,1136,saturday
504,1,forward,1211,saturday
504,1,backward,1246,saturday
504,1,forward,1321,saturday
504,1,backward,1356,saturday
504,1,forward,1431,saturday
504,1,backward,1506,saturday
504,1,forward,1541,saturday
504,1,backward,1616,saturday
504,1,forward,1651,saturday
504,1,backward,1726,saturday
504,1,forward,1801,saturday
504,1,backward,1836,saturday
504,1,forward,1911,saturday
504,1,backward,1946,saturday
504,1,forward,2021,saturday
504,1,backward,2100,saturday
504,1,forward,2133,saturday
504,2,backward,500,saturday
504,2,forward,535,saturday
504,2,backward,610,saturday
504,2,forward,645,saturday
504,2,backward,720,saturday
504,2,forward,755,saturday
504,2,backward,830,saturday
504,2,forward,905,saturday
504,2,backward,940,saturday
504,2,forward,1015,saturday
504,2,backward,1050,saturday
504,2,forward,1125,saturday
504,2,backward,1200,saturday
504,2,forward,1235,saturday
504,2,backward,1310,saturday
504,2,forward,1345,saturday
504,2,backward,1420,saturday
504,2,forward,1455,saturday
504,2,backward,1530,saturday
504,2,forward,1605,saturday
504,2,backward,1640,saturday
504,2,forward,1715,saturday
504,2,backward,1750,saturday
504,2,forward,1825,saturday
504,2,backward,1900,saturday
504,2,forward,1935,saturday
504,2,backward,2010,saturday
504,2,forward,2045,saturday
504,2,backward,2125,saturday
504,2,forward,2200,saturday
504,2,backward,2235,saturday
504,2,forward,2310,saturday
504,3,backward,523,saturday
504,3,forward,558,saturday
504,3,backward,633,saturday
504,3,forward,708,saturday
504,3,backward,743,saturday
504,3,forward,818,saturday
504,3,backward,853,saturday
504,3,forward,928,saturday
504,3,backward,1003,saturday
504,3,forward,1038,saturday
504,3,backward,1113,saturday
504,3,forward,1148,saturday
504,3,backward,1223,saturday
504,3,forward,1258,saturday
504,3,backward,1333,saturday
504,3,forward,1408,saturday
504,3,backward,1443,saturday
504,3,forward,1518,saturday
504,3,backward,1553,saturday
504,3,forward,1628,saturday
504,3,backward,1703,saturday
504,3,forward,1738,saturday
504,3,backward,1813,saturday
504,3,forward,1848,saturday
504,3,backward,1923,saturday
504,3,forward,1958,saturday
504,3,backward,2035,saturday
504,3,forward,2109,saturday
504,3,backward,2150,saturday
504,3,forward,2230,saturday
505,1,forward,425,saturday
505,1,backward,450,saturday
505,1,forward,515,saturday
505,1,backward,540,saturday
505,1,forward,605,saturday
505,1,backward,630,saturday
505,1,forward,655,saturday
505,1,backward,720,saturday
505,1,forward,745,saturday
505,1,backward,810,saturday
505,1,forward,835,saturday
505,1,backward,900,saturday
505,1,forward,925,saturday
505,1,backward,950,saturday
505,1,forward,1015,saturday
505,1,backward,1040,saturday
505,1,forward,1105,saturday
505,1,backward,1130,saturday
505,1,forward,1155,saturday
505,1,backward,1220,saturday
505,1,forward,1245,saturday
505,1,backward,1310,saturday
505,1,forward,1335,saturday
505,1,backward,1400,saturday
505,1,forward,1425,saturday
505,1,backward,1450,saturday
505,1,forward,1515,saturday
505,1,backward,1540,saturday
505,1,forward,1605,saturday
505,1,backward,1630,saturday
505,1,forward,1655,saturday
505,1,backward,1720,saturday
505,1,forward,1745,saturday
505,1,backward,1810,saturday
505,1,forward,1835,saturday
505,1,backward,1900,saturday
505,1,forward,1925,saturday
505,1,backward,1950,saturday
505,1,forward,2015,saturday
505,1,backward,2040,saturday
505,1,forward,2105,saturday
505,1,backward,2130,saturday
505,1,forward,2155,saturday
505,1,backward,2220,saturday
505,1,forward,2245,saturday
505,1,backward,2310,saturday
505,1,forward,2335,saturday
505,1,backward,0,saturday
505,2,forward,450,saturday
505,2,backward,515,saturday
505,2,forward,540,saturday
505,2,backward,605,saturday
505,2,forward,630,saturday
505,2,backward,655,saturday
505,2,forward,720,saturday
505,2,backward,745,saturday
505,2,forward,810,saturday
505,2,backward,835,saturday
505,2,forward,900,saturday
505,2,backward,925,saturday
505,2,forward,950,saturday
505,2,backward,1015,saturday
505,2,forward,1040,saturday
505,2,backward,1105,saturday
505,2,forward,1130,saturday
505,2,backward,1155,saturday
505,2,forward,1220,saturday
505,2,backward,1245,saturday
505,2,forward,1310,saturday
505,2,backward,1335,saturday
505,2,forward,1400,saturday
505,2,backward,1425,saturday
505,2,forward,1450,saturday
505,2,backward,1515,saturday
505,2,forward,1540,saturday
505,2,backward,1605,saturday
505,2,forward,1630,saturday
505,2,backward,1655,saturday
505,2,forward,1720,saturday
505,2,backward,1745,saturday
505,2,forward,1810,saturday
505,2,backward,1835,saturday
505,2,forward,1900,saturday
505,2,backward,1925,saturday
505,2,forward,1950,saturday
505,2,backward,2015,saturday
505,2,forward,2040,saturday
505,2,backward,2105,saturday
505,2,forward,2130,saturday
505,2,backward,2155,saturday
505,2,forward,2220,saturday
505,2,backward,2245,saturday
505,2,forward,2310,saturday
505,2,backward,2335,saturday
511,1,backward,400,saturday
511,1,forward,500,saturday
511,1,backward,545,saturday
511,1,forward,635,saturday
511,1,backward,727,saturday
511,1,forward,819,saturday
511,1,backward,911,saturday
511,1,forward,1003,saturday
511,1,backward,1055,saturday
511,1,forward,1147,saturday
511,1,backward,1239,saturday
511,1,forward,1331,saturday
511,1,backward,1423,saturday
511,1,forward,1515,saturday
511,1,backward,1607,saturday
511,1,forward,1659,saturday
511,1,backward,1751,saturday
511,1,forward,1842,saturday
511,1,backward,1933,saturday
511,1,forward,2020,saturday
511,1,backward,2111,saturday
511,1,forward,2158,saturday
511,1,backward,2243,saturday
511,1,forward,2330,saturday
511,2,forward,643,saturday
511,2,backward,735,saturday
511,2,forward,827,saturday
511,2,backward,919,saturday
511,2,forward,1011,saturday
511,2,backward,1103,saturday
511,2,forward,1155,saturday
511,2,backward,1247,saturday
511,2,forward,1339,saturday
511,2,backward,1431,saturday
511,2,forward,1523,saturday
511,2,backward,1615,saturday
511,2,forward,1707,saturday
511,2,backward,1759,saturday
511,2,forward,1851,saturday
511,2,backward,1942,saturday
511,2,forward,2031,saturday
511,2,backward,2123,saturday
511,2,forward,2214,saturday
511,2,backward,2300,saturday
511,3,backward,555,saturday
511,3,forward,651,saturday
511,3,backward,743,saturday
511,3,forward,835,saturday
511,3,backward,927,saturday
511,3,forward,1019,saturday
511,3,backward,1111,saturday
511,3,forward,1203,saturday
511,3,backward,1255,saturday
511,3,forward,1347,saturday
511,3,backward,1439,saturday
511,3,forward,1531,saturday
511,3,backward,1623,saturday
511,3,forward,1715,saturday
511,3,backward,1807,saturday
511,3,forward,1900,saturday
511,3,backward,1951,saturday
511,3,forward,2042,saturday
511,3,backward,2138,saturday
511,3,forward,2232,saturday
511,3,backward,2325,saturday
511,4,backward,430,saturday
511,4,forward,517,saturday
511,4,backward,605,saturday
511,4,forward,659,saturday
511,4,backward,751,saturday
511,4,forward,843,saturday
511,4,backward,935,saturday
511,4,forward,1027,saturday
511,4,backward,1119,saturday
511,4,forward,1211,saturday
511,4,backward,1303,saturday
511,4,forward,1355,saturday
511,4,backward,1447,saturday
511,4,forward,1539,saturday
511,4,backward,1631,saturday
511,4,forward,1723,saturday
511,4,backward,1815,saturday
511,4,forward,1909,saturday
511,4,backward,2000,saturday
511,4,forward,2054,saturday
511,5,backward,615,saturday
511,5,forward,707,saturday
511,5,backward,759,saturday
511,5,forward,851,saturday
511,5,backward,943,saturday
511,5,forward,1035,saturday
511,5,backward,1127,saturday
511,5,forward,1219,saturday
511,5,backward,1311,saturday
511,5,forward,1403,saturday
511,5,backward,1455,saturday
511,5,forward,1547,saturday
511,5,backward,1639,saturday
511,5,forward,1731,saturday
511,5,backward,1823,saturday
511,5,forward,1918,saturday
511,5,backward,2009,saturday
511,5,forward,2106,saturday
511,5,backward,2154,saturday
511,5,forward,2250,saturday
511,6,forward,528,saturday
511,6,backward,623,saturday
511,6,forward,715,saturday
511,6,backward,807,saturday
511,6,forward,859,saturday
511,6,backward,951,saturday
511,6,forward,1043,saturday
511,6,backward,1135,saturday
511,6,forward,1227,saturday
511,6,backward,1319,saturday
511,6,forward,1411,saturday
511,6,backward,1503,saturday
511,6,forward,1555,saturday
511,6,backward,1647,saturday
511,6,forward,1739,saturday
511,6,backward,1831,saturday
511,7,forward,405,saturday
511,7,backward,450,saturday
511,7,forward,539,saturday
511,7,backward,631,saturday
511,7,forward,723,saturday
511,7,backward,815,saturday
511,7,forward,907,saturday
511,7,backward,959,saturday
511,7,forward,1051,saturday
511,7,backward,1143,saturday
511,7,forward,1235,saturday
511,7,backward,1327,saturday
511,7,forward,1419,saturday
511,7,backward,1511,saturday
511,7,forward,1603,saturday
511,7,backward,1655,saturday
511,7,forward,1747,saturday
511,7,backward,1839,saturday
511,7,forward,1927,saturday
511,7,backward,2019,saturday
511,8,forward,550,saturday
511,8,backward,639,saturday
511,8,forward,731,saturday
511,8,backward,823,saturday
511,8,forward,915,saturday
511,8,backward,1007,saturday
511,8,forward,1059,saturday
511,8,backward,1151,saturday
511,8,forward,1243,saturday
511,8,backward,1335,saturday
511,8,forward,1427,saturday
511,8,backward,1519,saturday
511,8,forward,1611,saturday
511,8,backward,1703,saturday
511,8,forward,1754,saturday
511,8,backward,1848,saturday
511,8,forward,1937,saturday
511,8,backward,2029,saturday
511,8,forward,2118,saturday
511,8,backward,2210,saturday
511,9,backward,647,saturday
511,9,forward,739,saturday
511,9,backward,831,saturday
511,9,forward,923,saturday
511,9,backward,1015,saturday
511,9,forward,1107,saturday
511,9,backward,1159,saturday
511,9,forward,1251,saturday
511,9,backward,1343,saturday
511,9,forward,1435,saturday
511,9,backward,1527,saturday
511,9,forward,1619,saturday
511,9,backward,1711,saturday
511,9,forward,1802,saturday
511,9,backward,1857,saturday
511,9,forward,1947,saturday
511,9,backward,2039,saturday
511,9,forward,2130,saturday
511,10,forward,601,saturday
511,10,backward,655,saturday
511,10,forward,747,saturday
511,10,backward,839,saturday
511,10,forward,931,saturday
511,10,backward,1023,saturday
511,10,forward,1115,saturday
511,10,backward,1207,saturday
511,10,forward,1259,saturday
511,10,backward,1351,saturday
511,10,forward,1443,saturday
511,10,backward,1535,saturday
511,10,forward,1627,saturday
511,10,backward,1719,saturday
511,10,forward,1810,saturday
511,10,backward,1906,saturday
511,10,forward,1958,saturday
511,10,backward,2049,saturday
511,10,forward,2142,saturday
511,10,backward,2226,saturday
511,10,forward,2310,saturday
511,10,backward,2355,saturday
511,11,backward,510,saturday
511,11,forward,610,saturday
511,11,backward,703,saturday
511,11,forward,755,saturday
511,11,backward,847,saturday
511,11,forward,939,saturday
511,11,backward,1031,saturday
511,11,forward,1123,saturday
511,11,backward,1215,saturday
511,11,forward,1307,saturday
511,11,backward,1359,saturday
511,11,forward,1451,saturday
511,11,backward,1543,saturday
511,11,forward,1635,saturday
511,11,backward,1727,saturday
511,11,forward,1818,saturday
511,12,forward,443,saturday
511,12,backward,530,saturday
511,12,forward,619,saturday
511,12,backward,711,saturday
511,12,forward,803,saturday
511,12,backward,855,saturday
511,12,forward,947,saturday
511,12,backward,1039,saturday
511,12,forward,1131,saturday
511,12,backward,1223,saturday
511,12,forward,1315,saturday
511,12,backward,1407,saturday
511,12,forward,1459,saturday
511,12,backward,1551,saturday
511,12,forward,1643,saturday
511,12,backward,1735,saturday
511,12,forward,1826,saturday
511,12,backward,1915,saturday
511,12,forward,2009,saturday
511,12,backward,2100,saturday
511,13,forward,627,saturday
511,13,backward,719,saturday
511,13,forward,811,saturday
511,13,backward,903,saturday
511,13,forward,955,saturday
511,13,backward,1047,saturday
511,13,forward,1139,saturday
511,13,backward,1231,saturday
511,13,forward,1323,saturday
511,13,backward,1415,saturday
511,13,forward,1507,saturday
511,13,backward,1559,saturday
511,13,forward,1651,saturday
511,13,backward,1743,saturday
511,13,forward,1834,saturday
511,13,backward,1924,saturday
512,1,forward,500,saturday
512,1,backward,530,saturday
512,1,forward,610,saturday
512,1,backward,640,saturday
512,1,forward,715,saturday
512,1,backward,748,saturday
512,1,forward,820,saturday
512,1,backward,853,saturday
512,1,forward,925,saturday
512,1,backward,958,saturday
512,1,forward,1030,saturday
512,1,backward,1103,saturday
512,1,forward,1135,saturday
512,1,backward,1208,saturday
512,1,forward,1240,saturday
512,1,backward,1313,saturday
512,1,forward,1345,saturday
512,1,backward,1418,saturday
512,1,forward,1450,saturday
512,1,backward,1523,saturday
512,1,forward,1555,saturday
512,1,backward,1628,saturday
512,1,forward,1700,saturday
512,1,backward,1733,saturday
512,1,forward,1805,saturday
512,1,backward,1838,saturday
512,1,forward,1910,saturday
512,1,backward,1943,saturday
512,1,forward,2015,saturday
512,1,backward,2048,saturday
512,1,forward,2120,saturday
512,1,backward,2155,saturday
512,1,forward,2230,saturday
512,1,backward,2305,saturday
512,2,forward,535,saturday
512,2,backward,605,saturday
512,2,forward,643,saturday
512,2,backward,714,saturday
512,2,forward,748,saturday
512,2,backward,821,saturday
512,2,forward,853,saturday
512,2,backward,926,saturday
512,2,forward,958,saturday
512,2,backward,1031,saturday
512,2,forward,1103,saturday
512,2,backward,1136,saturday
512,2,forward,1208,saturday
512,2,backward,1241,saturday
512,2,forward,1313,saturday
512,2,backward,1346,saturday
512,2,forward,1418,saturday
512,2,backward,1451,saturday
512,2,forward,1523,saturday
512,2,backward,1556,saturday
512,2,forward,1628,saturday
512,2,backward,1701,saturday
512,2,forward,1733,saturday
512,2,backward,1806,saturday
512,2,forward,1838,saturday
512,2,backward,1911,saturday
512,2,forward,1943,saturday
512,2,backward,2016,saturday
512,2,forward,2048,saturday
512,2,backward,2121,saturday
512,2,forward,2155,saturday
512,2,backward,2230,saturday
513,1,backward,630,saturday
513,1,forward,650,saturday
513,1,backward,710,saturday
513,1,forward,730,saturday
513,1,backward,750,saturday
